Metabolic_activity	compound	taxonomy ID
Production (export)	C03044, C03046	1423
Consumption (import)	C03044, C03046	1718
Production (export)	C03044, C03046	69218
Production (export)	C03044, C03046	550
Consumption (import) & production (export)	C03044, C03046	573
Production (export)	C03044, C03046	244366
Production (export)	C03044, C03046	1590
Consumption (import)	C03044, C03046	19
Consumption (import)	C03044, C03046	29543
Consumption (import)	C03044, C03046	287
Consumption (import)	C00641, C01885 	 
Production (export)	C01380	818
Consumption (import)	C01380	19
Consumption (import)	C01380	29543
Consumption (import)	C01380	110500
Consumption (import)	C01380	119484
Consumption (import)	C01380	51197
Consumption (import)	C01380	863
Consumption (import)	C01380	86170
Consumption (import)	C01380	316277
Production (export)	C00583, C02912, C02917	818
Production (export)	C00583, C02912, C02917	216816
Consumption (import)	C00583, C02912, C02917	1492
Production (export)	C00583, C02912, C02917	1581
Consumption (import)	C00583, C02912, C02917	19
Consumption (import)	C00583, C02912, C02917	28901
Production (export)	C02457	545
Production (export)	C02457	67825
Production (export)	C02457	133448
Production (export)	C02457	167642
Production (export)	C02457	573
Production (export)	C02457	1580
Production (export)	C02457	1581
Consumption (import) & production (export)	C02457	19
Consumption (import)	C02457	110500
Production (export)	C02261, C02356	1491
Production (export)	C02261, C02356	1509
Production (export)	C02261, C02356	1511
Consumption (import)	C18319	 
Consumption (import)	C18319	894
Consumption (import)	C18319	833
Consumption (import)	C18319	839
Consumption (import)	C18319	1264
Consumption (import)	C18319	40518
Consumption (import)	C00109	169435
Production (export)	C00109	1509
Consumption (import)	C00109	28123
Consumption (import)	C05629	 
Consumption (import)	C00568	216816
Consumption (import)	C00568	1488
Consumption (import)	C00568	1492
Consumption (import)	C00568	1582
Consumption (import)	C00568	1590
Consumption (import)	C00568	1264
Consumption (import)	C00334	358
Consumption (import)	C00334	105841
Consumption (import)	C00334	1423
Production (export)	C00334	1680
Production (export)	C00334	1689
Production (export)	C00334	216816
Consumption (import)	C00334	1488
Production (export)	C00334	1491
Production (export)	C00334	1496
Production (export)	C00334	1509
Consumption (import)	C00334	 
Consumption (import)	C00334	1718
Production (export)	C00334	562
Production (export)	C00334	1580
Production (export)	C00334	47715
Production (export)	C00334	287
Production (export)	C00334	294
Production (export)	C00431	1491
Production (export)	C00431	1496
Production (export)	C00431	1509
Production (export)	C00431	1511
Consumption (import)	C00084	 
Production (export)	C00033	35830
Production (export)	C00033	438
Production (export)	C00033	28187
Production (export)	C00033	2148
Production (export)	C00033	905
Production (export)	C00033	103618
Production (export)	C00033	1660
Production (export)	C00033	544580
Production (export)	C00033	103621
Production (export)	C00033	1656
Consumption (import) & production (export)	C00033	105841
Production (export)	C00033	169435
Production (export)	C00033	2234
Production (export)	C00033	1382
Production (export)	C00033	1383
Production (export)	C00033	82135
Production (export)	C00033	1423
Production (export)	C00033	47678
Production (export)	C00033	246787
Production (export)	C00033	310298
Production (export)	C00033	387090
Production (export)	C00033	357276
Production (export)	C00033	28111
Production (export)	C00033	338188
Production (export)	C00033	817
Production (export)	C00033	290053
Production (export)	C00033	329854
Production (export)	C00033	28116
Production (export)	C00033	384638
Production (export)	C00033	310297
Production (export)	C00033	376805
Production (export)	C00033	46506
Production (export)	C00033	818
Production (export)	C00033	820
Production (export)	C00033	821
Production (export)	C00033	371601
Production (export)	C00033	1680
Production (export)	C00033	1683
Production (export)	C00033	28025
Production (export)	C00033	1681
Production (export)	C00033	1685
Production (export)	C00033	1686
Production (export)	C00033	1689
Production (export)	C00033	78342
Production (export)	C00033	216816
Production (export)	C00033	28026
Production (export)	C00033	35833
Production (export)	C00033	53443
Consumption (import) & production (export)	C00033	45851
Consumption (import) & production (export)	C00033	831
Consumption (import) & production (export)	C00033	43305
Production (export)	C00033	100886
Production (export)	C00033	545
Production (export)	C00033	67825
Production (export)	C00033	133448
Production (export)	C00033	1488
Production (export)	C00033	333367
Production (export)	C00033	261299
Production (export)	C00033	1520
Production (export)	C00033	208479
Production (export)	C00033	1491
Production (export)	C00033	1492
Production (export)	C00033	217159
Production (export)	C00033	1521
Production (export)	C00033	1493
Production (export)	C00033	 
Production (export)	C00033	1496
Production (export)	C00033	154046
Production (export)	C00033	89152
Production (export)	C00033	89153
Consumption (import) & production (export)	C00033	1534
Production (export)	C00033	1535
Production (export)	C00033	1538
Production (export)	C00033	84026
Production (export)	C00033	29361
Production (export)	C00033	1542
Production (export)	C00033	29362
Production (export)	C00033	1502
Production (export)	C00033	66219
Production (export)	C00033	84030
Production (export)	C00033	29347
Production (export)	C00033	1509
Production (export)	C00033	1511
Production (export)	C00033	1512
Production (export)	C00033	1513
Production (export)	C00033	1515
Consumption (import)	C00033	 
Consumption (import)	C00033	285
Consumption (import) & production (export)	C00033	116085
Production (export)	C00033	410072
Consumption (import) & production (export)	C00033	33043
Consumption (import) & production (export)	C00033	894
Consumption (import)	C00033	58138
Consumption (import)	C00033	1565
Consumption (import)	C00033	59610
Consumption (import) & production (export)	C00033	182210
Consumption (import) & production (export)	C00033	876
Consumption (import) & production (export)	C00033	878
Consumption (import) & production (export)	C00033	184917
Consumption (import) & production (export)	C00033	901
Consumption (import) & production (export)	C00033	880
Consumption (import) & production (export)	C00033	881
Consumption (import)	C00033	891
Production (export)	C00033	218538
Production (export)	C00033	39486
Production (export)	C00033	88431
Production (export)	C00033	37734
Production (export)	C00033	1351
Production (export)	C00033	1352
Production (export)	C00033	1353
Production (export)	C00033	246144
Production (export)	C00033	208962
Production (export)	C00033	562
Production (export)	C00033	564
Consumption (import)	C00033	29322
Consumption (import)	C00033	39485
Consumption (import)	C00033	39488
Consumption (import) & production (export)	C00033	1736
Consumption (import) & production (export)	C00033	39491
Consumption (import)	C00033	467210
Consumption (import)	C00033	51123
Consumption (import) & production (export)	C00033	39492
Consumption (import)	C00033	39496
Consumption (import) & production (export)	C00033	853
Production (export)	C00033	833
Production (export)	C00033	1260
Consumption (import) & production (export)	C00033	851
Consumption (import)	C00033	225194
Consumption (import)	C00033	313985
Consumption (import) & production (export)	C00033	28232
Consumption (import)	C00033	35554
Consumption (import)	C00033	351604
Consumption (import)	C00033	2238
Consumption (import)	C00033	2246
Production (export)	C00033	61171
Consumption (import) & production (export)	C00033	573
Production (export)	C00033	1579
Production (export)	C00033	83683
Production (export)	C00033	1604
Production (export)	C00033	227943
Production (export)	C00033	1580
Production (export)	C00033	1581
Production (export)	C00033	1582
Production (export)	C00033	181675
Production (export)	C00033	47770
Production (export)	C00033	1584
Production (export)	C00033	1613
Production (export)	C00033	1596
Production (export)	C00033	1587
Production (export)	C00033	1588
Production (export)	C00033	147802
Production (export)	C00033	109790
Production (export)	C00033	33959
Production (export)	C00033	1632
Production (export)	C00033	1597
Production (export)	C00033	1590
Production (export)	C00033	1598
Production (export)	C00033	47715
Production (export)	C00033	1623
Production (export)	C00033	1599
Production (export)	C00033	1624
Production (export)	C00033	227945
Production (export)	C00033	1633
Production (export)	C00033	1358
Production (export)	C00033	168384
Production (export)	C00033	158847
Production (export)	C00033	187326
Consumption (import)	C00033	83816
Consumption (import)	C00033	2173
Consumption (import)	C00033	39152
Consumption (import)	C00033	2224
Consumption (import) & production (export)	C00033	2214
Consumption (import)	C00033	2208
Consumption (import)	C00033	2209
Consumption (import)	C00033	2317
Consumption (import)	C00033	475088
Consumption (import)	C00033	2203
Production (export)	C00033	1525
Production (export)	C00033	2110
Production (export)	C00033	47687
Production (export)	C00033	2111
Production (export)	C00033	28903
Production (export)	C00033	2095
Production (export)	C00033	45361
Production (export)	C00033	50052
Production (export)	C00033	2115
Production (export)	C00033	2096
Production (export)	C00033	2097
Production (export)	C00033	29501
Production (export)	C00033	2098
Production (export)	C00033	2099
Production (export)	C00033	2100
Production (export)	C00033	2105
Production (export)	C00033	2118
Production (export)	C00033	2102
Production (export)	C00033	28227
Production (export)	C00033	2104
Production (export)	C00033	2107
Production (export)	C00033	2109
Production (export)	C00033	28118
Production (export)	C00033	387661
Production (export)	C00033	46503
Production (export)	C00033	208216
Production (export)	C00033	19
Production (export)	C00033	29543
Production (export)	C00033	110500
Production (export)	C00033	1261
Production (export)	C00033	341694
Production (export)	C00033	419005
Production (export)	C00033	242750
Production (export)	C00033	28125
Production (export)	C00033	77095
Production (export)	C00033	28126
Production (export)	C00033	28127
Production (export)	C00033	165179
Production (export)	C00033	28130
Production (export)	C00033	189722
Production (export)	C00033	28132
Production (export)	C00033	282402
Production (export)	C00033	28134
Production (export)	C00033	28135
Production (export)	C00033	839
Production (export)	C00033	228604
Production (export)	C00033	76122
Production (export)	C00033	386414
Production (export)	C00033	28137
Production (export)	C00033	1747
Production (export)	C00033	1744
Production (export)	C00033	106588
Consumption (import)	C00033	300
Production (export)	C00033	638849
Production (export)	C00033	2261
Consumption (import)	C00033	166486
Consumption (import)	C00033	360807
Production (export)	C00033	1264
Production (export)	C00033	40518
Production (export)	C00033	1265
Production (export)	C00033	33038
Production (export)	C00033	40520
Production (export)	C00033	33039
Production (export)	C00033	671224
Production (export)	C00033	135080
Production (export)	C00033	135083
Production (export)	C00033	69823
Production (export)	C00033	24
Production (export)	C00033	1311
Production (export)	C00033	1328
Production (export)	C00033	113107
Production (export)	C00033	1335
Production (export)	C00033	45634
Production (export)	C00033	1317
Production (export)	C00033	1334
Production (export)	C00033	1336
Production (export)	C00033	315405
Production (export)	C00033	1302
Production (export)	C00033	102684
Production (export)	C00033	68892
Production (export)	C00033	28037
Production (export)	C00033	1309
Production (export)	C00033	1303
Production (export)	C00033	1318
Production (export)	C00033	68891
Production (export)	C00033	1313
Production (export)	C00033	361101
Production (export)	C00033	1314
Production (export)	C00033	1304
Production (export)	C00033	1305
Production (export)	C00033	1307
Production (export)	C00033	1308
Production (export)	C00033	1349
Production (export)	C00033	1343
Production (export)	C00033	214851
Production (export)	C00033	119484
Production (export)	C00033	51197
Production (export)	C00033	863
Production (export)	C00033	86170
Production (export)	C00033	316277
Production (export)	C00033	2336
Production (export)	C00033	39777
Production (export)	C00033	39778
Production (export)	C00033	29466
Consumption (import)	C00033	844
Consumption (import)	C00033	339
Production (export)	C00466, C00810	1590
Consumption (import)	C00466, C00810	19
Consumption (import)	C00466, C00810	29543
Production (export)	C00207	1423
Production (export)	C00207	1488
Production (export)	C00207	333367
Production (export)	C00207	261299
Production (export)	C00207	1520
Production (export)	C00207	208479
Production (export)	C00207	1491
Production (export)	C00207	1492
Production (export)	C00207	217159
Production (export)	C00207	1521
Production (export)	C00207	1493
Production (export)	C00207	 
Production (export)	C00207	1496
Production (export)	C00207	154046
Production (export)	C00207	89152
Production (export)	C00207	89153
Production (export)	C00207	1534
Production (export)	C00207	1535
Production (export)	C00207	1538
Production (export)	C00207	84026
Production (export)	C00207	29361
Production (export)	C00207	1542
Production (export)	C00207	29362
Production (export)	C00207	1502
Production (export)	C00207	66219
Production (export)	C00207	84030
Production (export)	C00207	29347
Production (export)	C00207	1509
Production (export)	C00207	1511
Production (export)	C00207	1512
Production (export)	C00207	1513
Production (export)	C00207	1515
Consumption (import)	C00207	 
Consumption (import)	C00147	 
Consumption (import)	C00212	 
Production (export)	C00194	1404
Consumption (import)	C00194	1423
Consumption (import)	C00194	28111
Consumption (import)	C00194	817
Consumption (import)	C00194	818
Consumption (import)	C00194	821
Production (export)	C00194	1681
Production (export)	C00194	1685
Production (export)	C00194	216816
Consumption (import)	C00194	 
Consumption (import)	C00194	1717
Consumption (import)	C00194	1299
Consumption (import) & production (export)	C00194	562
Consumption (import) & production (export)	C00194	573
Consumption (import)	C00194	1584
Production (export)	C00194	1598
Production (export)	C00194	1642
Production (export)	C00194	381
Consumption (import)	C00194	1769
Production (export)	C00194	1772
Consumption (import)	C00194	823
Consumption (import)	C00194	837
Consumption (import)	C00194	839
Production (export)	C00194	1744
Consumption (import)	C00194	584
Consumption (import)	C00194	287
Consumption (import)	C00194	40518
Production (export)	C00194	28901
Consumption (import)	C00194	623
Consumption (import)	C00194	624
Consumption (import)	C00194	1280
Production (export)	C00194	1911
Consumption (import)	C06104	80867
Consumption (import)	C06104	47920
Macromolecule degradation	C01768	28116
Consumption (import)	C00026	219314
Consumption (import)	C06427	831
Consumption (import)	C06427	1264
Consumption (import)	C02477	 
Consumption (import)	C00108	 
Macromolecule degradation	C00569	28116
Macromolecule degradation	C00569	818
Macromolecule degradation	C00569	821
Macromolecule degradation	C00569	216816
Consumption (import)	C06425	 
Consumption (import)	C00072	 
Production (export)	C00072	442
Production (export)	C00072	92945
Consumption (import)	C00261	28232
Consumption (import)	C00180	28232
Consumption (import)	C00180	573
Consumption (import)	C00180	114616
Consumption (import)	C00180	863
Consumption (import)	C00180	316277
Consumption (import)	C00556	28232
Consumption (import)	C00099	29461
Consumption (import)	C00099	1717
Consumption (import)	C00719	28187
Consumption (import)	C00719	562
Consumption (import)	C00719	2224
Consumption (import)	C00719	2209
Consumption (import)	C00719	114616
Consumption (import)	C00288	817
Production (export)	C00288	 
Consumption (import)	C00288	894
Consumption (import)	C00288	2173
Consumption (import)	C00288	29543
Consumption (import)	C00288	40518
Consumption (import)	C00120	1423
Production (export)	C00120	186490
Production (export)	C00120	1680
Production (export)	C00120	1681
Production (export)	C00120	216816
Consumption (import)	C00120	1393
Consumption (import)	C00120	235
Consumption (import)	C00120	29459
Consumption (import)	C00120	29461
Consumption (import)	C00120	1488
Consumption (import)	C00120	1491
Consumption (import)	C00120	1492
Consumption (import)	C00120	1509
Consumption (import)	C00120	1513
Consumption (import)	C00120	 
Consumption (import)	C00120	1299
Production (export)	C00120	562
Consumption (import)	C00120	833
Consumption (import)	C00120	1579
Consumption (import)	C00120	1582
Consumption (import)	C00120	1245
Consumption (import)	C00120	1639
Consumption (import)	C00120	1464
Consumption (import)	C00120	1406
Consumption (import)	C00120	384
Consumption (import)	C00120	1061
Consumption (import)	C00120	1085
Consumption (import)	C00120	1264
Consumption (import)	C00120	40518
Consumption (import)	C00120	1280
Consumption (import)	C00120	1335
Consumption (import)	C00120	1304
Consumption (import)	C06142	35833
Production (export)	C06142	1488
Production (export)	C06142	1520
Consumption (import)	C06142	28232
Consumption (import)	C06142	1525
Consumption (import)	C06142	19
Consumption (import)	C06142	29543
Consumption (import)	C06142	110500
Consumption (import)	C06142	119484
Consumption (import)	C06142	51197
Consumption (import)	C06142	863
Consumption (import)	C06142	86170
Consumption (import)	C06142	316277
Production (export)	C18706	28116
Production (export)	C18706	818
Production (export)	C18706	216816
Production (export)	C00246	905
Production (export)	C00246	33029
Production (export)	C00246	33032
Production (export)	C00246	33034
Production (export)	C00246	33036
Production (export)	C00246	33037
Production (export)	C00246	105841
Production (export)	C00246	169435
Production (export)	C00246	47678
Production (export)	C00246	246787
Production (export)	C00246	310298
Production (export)	C00246	387090
Production (export)	C00246	357276
Production (export)	C00246	28111
Production (export)	C00246	338188
Production (export)	C00246	817
Production (export)	C00246	290053
Production (export)	C00246	329854
Production (export)	C00246	28116
Production (export)	C00246	384638
Production (export)	C00246	310297
Production (export)	C00246	376805
Production (export)	C00246	46506
Production (export)	C00246	818
Production (export)	C00246	820
Production (export)	C00246	821
Production (export)	C00246	371601
Production (export)	C00246	216816
Production (export)	C00246	45851
Production (export)	C00246	831
Production (export)	C00246	43305
Production (export)	C00246	100886
Production (export)	C00246	1488
Production (export)	C00246	333367
Production (export)	C00246	261299
Production (export)	C00246	1520
Production (export)	C00246	208479
Production (export)	C00246	1491
Production (export)	C00246	1492
Production (export)	C00246	217159
Production (export)	C00246	1521
Production (export)	C00246	1493
Production (export)	C00246	 
Production (export)	C00246	1496
Production (export)	C00246	154046
Production (export)	C00246	89152
Production (export)	C00246	89153
Production (export)	C00246	1534
Production (export)	C00246	1535
Production (export)	C00246	1538
Production (export)	C00246	84026
Production (export)	C00246	29361
Production (export)	C00246	1542
Production (export)	C00246	29362
Production (export)	C00246	1502
Production (export)	C00246	66219
Production (export)	C00246	84030
Production (export)	C00246	29347
Production (export)	C00246	1509
Production (export)	C00246	1511
Production (export)	C00246	1512
Production (export)	C00246	1513
Production (export)	C00246	1515
Consumption (import)	C00246	 
Production (export)	C00246	116085
Production (export)	C00246	410072
Production (export)	C00246	33043
Consumption (import)	C00246	453230
Consumption (import)	C00246	58138
Consumption (import)	C00246	1565
Consumption (import)	C00246	59610
Consumption (import)	C00246	182210
Consumption (import)	C00246	876
Consumption (import)	C00246	878
Consumption (import)	C00246	184917
Consumption (import)	C00246	901
Consumption (import)	C00246	880
Consumption (import)	C00246	881
Production (export)	C00246	1351
Production (export)	C00246	29322
Production (export)	C00246	39485
Production (export)	C00246	39488
Production (export)	C00246	1736
Production (export)	C00246	39491
Production (export)	C00246	467210
Production (export)	C00246	51123
Production (export)	C00246	39492
Production (export)	C00246	39496
Production (export)	C00246	853
Production (export)	C00246	849
Production (export)	C00246	850
Production (export)	C00246	851
Production (export)	C00246	860
Production (export)	C00246	861
Production (export)	C00246	856
Consumption (import)	C00246	28232
Production (export)	C00246	187326
Production (export)	C00246	28118
Production (export)	C00246	29543
Consumption (import)	C00246	110500
Production (export)	C00246	54005
Production (export)	C00246	33031
Consumption (import)	C00246	839
Production (export)	C00246	166486
Production (export)	C00246	360807
Production (export)	C00246	214851
Consumption (import)	C00246	119484
Consumption (import)	C00246	51197
Consumption (import)	C00246	863
Consumption (import)	C00246	86170
Consumption (import)	C00246	316277
Consumption (import)	C00076	 
Production (export)	C01672	197
Production (export)	C01672	84030
Production (export)	C01672	550
Production (export)	C01672	562
Consumption (import)	C01585	80867
Consumption (import)	C01585	47920
Production (export)	C01585	1534
Consumption (import)	C01585	863
Consumption (import)	C00237	28187
Consumption (import)	C00237	2234
Consumption (import)	C00237	 
Consumption (import)	C00237	2214
Consumption (import)	C00237	2208
Consumption (import)	C00237	2209
Consumption (import)	C00237	145263
Consumption (import)	C00237	145262
Consumption (import)	C00237	1525
Consumption (import)	C00185	35830
Consumption (import)	C00185	67854
Consumption (import)	C00185	219314
Consumption (import)	C00185	645
Consumption (import)	C00185	169435
Consumption (import)	C00185	28116
Consumption (import)	C00185	818
Consumption (import)	C00185	820
Consumption (import)	C00185	371601
Consumption (import)	C00185	1680
Consumption (import)	C00185	1685
Consumption (import)	C00185	53443
Consumption (import)	C00185	831
Consumption (import)	C00185	43305
Consumption (import)	C00185	100886
Consumption (import)	C00185	1488
Consumption (import)	C00185	1521
Consumption (import)	C00185	1515
Consumption (import)	C00185	74426
Consumption (import)	C00185	147207
Consumption (import)	C00185	147206
Consumption (import)	C00185	33043
Consumption (import)	C00185	39491
Consumption (import)	C00185	39492
Consumption (import)	C00185	833
Consumption (import)	C00185	986
Consumption (import)	C00185	61171
Consumption (import)	C00185	573
Consumption (import)	C00185	40542
Consumption (import)	C00185	157692
Consumption (import)	C00185	157688
Consumption (import)	C00185	168384
Consumption (import)	C00185	158847
Consumption (import)	C00185	823
Consumption (import)	C00185	165179
Consumption (import)	C00185	839
Consumption (import)	C00185	2261
Consumption (import)	C00185	166486
Consumption (import)	C00185	1264
Consumption (import)	C00185	1265
Consumption (import)	C00185	40520
Consumption (import)	C00185	1335
Consumption (import)	C00185	214851
Consumption (import)	C00185	2287
Consumption (import)	C02013, C06217, C06218, C06219 	1685
Consumption (import)	C02013, C06217, C06218, C06219 	1515
Consumption (import)	C02013, C06217, C06218, C06219 	833
Consumption (import)	C02013, C06217, C06218, C06219 	2261
Macromolecule degradation	C00760	35830
Macromolecule degradation	C00760	28049
Macromolecule degradation	C00760	40567
Macromolecule degradation	C00760	1408
Macromolecule degradation	C00760	246787
Macromolecule degradation	C00760	831
Macromolecule degradation	C00760	31899
Macromolecule degradation	C00760	44001
Macromolecule degradation	C00760	1711
Macromolecule degradation	C00760	29360
Macromolecule degradation	C00760	1488
Macromolecule degradation	C00760	1521
Macromolecule degradation	C00760	1493
Macromolecule degradation	C00760	29362
Macromolecule degradation	C00760	1515
Macromolecule degradation	C00760	985
Macromolecule degradation	C00760	1353
Macromolecule degradation	C00760	29322
Macromolecule degradation	C00760	833
Macromolecule degradation	C00760	168384
Macromolecule degradation	C00760	839
Macromolecule degradation	C00760	29549
Macromolecule degradation	C00760	1264
Macromolecule degradation	C00760	1265
Macromolecule degradation	C00760	154
Macromolecule degradation	C00760	2021
Macromolecule degradation	C00760	2020
Macromolecule degradation	C00760	2336
Macromolecule degradation	C00760	2337
Consumption (import) & production (export)	C02528	817
Consumption (import)	C02528	329854
Consumption (import)	C02528	818
Production (export)	C02528	821
Production (export)	C02528	1680
Production (export)	C02528	28025
Production (export)	C02528	1681
Production (export)	C02528	1685
Production (export)	C02528	216816
Consumption (import)	C02528	89152
Consumption (import)	C02528	89153
Consumption (import)	C02528	1535
Consumption (import) & production (export)	C02528	1502
Consumption (import)	C02528	29347
Consumption (import)	C02528	562
Production (export)	C02528	1579
Production (export)	C02528	1580
Production (export)	C02528	1581
Production (export)	C02528	1596
Production (export)	C02528	1588
Production (export)	C02528	33959
Production (export)	C02528	1590
Production (export)	C02528	1639
Macromolecule degradation	C00461	986
Macromolecule degradation	C00461	1358
Macromolecule degradation	C00461	1916
Macromolecule degradation	C00461	666
Consumption (import)	C05443	 
Consumption (import) & production (export)	C00695	817
Consumption (import)	C00695	329854
Consumption (import)	C00695	818
Production (export)	C00695	821
Production (export)	C00695	1680
Production (export)	C00695	28025
Production (export)	C00695	1681
Production (export)	C00695	1685
Production (export)	C00695	216816
Consumption (import)	C00695	89152
Consumption (import)	C00695	89153
Consumption (import)	C00695	1535
Consumption (import) & production (export)	C00695	1502
Consumption (import)	C00695	29347
Consumption (import)	C00695	562
Production (export)	C00695	1579
Production (export)	C00695	1580
Production (export)	C00695	1581
Production (export)	C00695	1596
Production (export)	C00695	1588
Production (export)	C00695	33959
Production (export)	C00695	1590
Production (export)	C00695	1639
Consumption (import)	C00114	 
Consumption (import)	C00114	19
Consumption (import)	C00114	1318
Macromolecule degradation	C00634, C00635	28116
Macromolecule degradation	C00634, C00635	818
Consumption (import)	C00417, C02341	905
Consumption (import)	C00417, C02341	80867
Consumption (import)	C00417, C02341	47920
Consumption (import)	C00417, C02341	114616
Consumption (import)	C00158	72556
Consumption (import)	C00158	905
Consumption (import)	C00158	80867
Consumption (import)	C00158	47920
Consumption (import)	C00158	644
Consumption (import)	C00158	645
Consumption (import)	C00158	 
Consumption (import)	C00158	573
Consumption (import)	C00158	1590
Consumption (import)	C00698	 
Production (export)	C00011	35830
Consumption (import)	C00011	28187
Production (export)	C00011	905
Consumption (import)	C00011	53635
Consumption (import)	C00011	920
Production (export)	C00011	358
Production (export)	C00011	105841
Production (export)	C00011	354
Production (export)	C00011	1390
Production (export)	C00011	1392
Production (export)	C00011	1452
Production (export)	C00011	1413
Production (export)	C00011	1396
Production (export)	C00011	79880
Production (export)	C00011	1398
Production (export)	C00011	408580
Production (export)	C00011	86665
Production (export)	C00011	1402
Production (export)	C00011	1404
Production (export)	C00011	1405
Production (export)	C00011	79885
Production (export)	C00011	64104
Production (export)	C00011	1408
Production (export)	C00011	85683
Production (export)	C00011	1423
Production (export)	C00011	1428
Production (export)	C00011	1405
Consumption (import) & production (export)	C00011	47678
Consumption (import) & production (export)	C00011	246787
Consumption (import) & production (export)	C00011	310298
Consumption (import) & production (export)	C00011	387090
Consumption (import) & production (export)	C00011	357276
Consumption (import) & production (export)	C00011	28111
Consumption (import) & production (export)	C00011	338188
Consumption (import) & production (export)	C00011	817
Consumption (import) & production (export)	C00011	290053
Consumption (import) & production (export)	C00011	329854
Consumption (import) & production (export)	C00011	28116
Consumption (import) & production (export)	C00011	384638
Consumption (import) & production (export)	C00011	310297
Consumption (import) & production (export)	C00011	376805
Consumption (import) & production (export)	C00011	46506
Consumption (import) & production (export)	C00011	818
Consumption (import) & production (export)	C00011	820
Consumption (import) & production (export)	C00011	821
Consumption (import) & production (export)	C00011	371601
Consumption (import)	C00011	53443
Production (export)	C00011	45851
Production (export)	C00011	831
Production (export)	C00011	43305
Consumption (import)	C00011	291048
Consumption (import)	C00011	1108
Production (export)	C00011	1488
Production (export)	C00011	333367
Production (export)	C00011	261299
Production (export)	C00011	1520
Production (export)	C00011	208479
Production (export)	C00011	1491
Production (export)	C00011	1492
Production (export)	C00011	217159
Production (export)	C00011	1521
Production (export)	C00011	1493
Production (export)	C00011	 
Production (export)	C00011	1496
Production (export)	C00011	154046
Production (export)	C00011	89152
Production (export)	C00011	89153
Production (export)	C00011	1534
Production (export)	C00011	1535
Production (export)	C00011	1538
Production (export)	C00011	84026
Production (export)	C00011	29361
Production (export)	C00011	1542
Production (export)	C00011	29362
Production (export)	C00011	1502
Production (export)	C00011	66219
Production (export)	C00011	84030
Production (export)	C00011	29347
Production (export)	C00011	1509
Production (export)	C00011	1511
Production (export)	C00011	1512
Production (export)	C00011	1513
Production (export)	C00011	1515
Consumption (import) & production (export)	C00011	 
Production (export)	C00011	33043
Consumption (import)	C00011	2296
Consumption (import)	C00011	894
Consumption (import)	C00011	182210
Consumption (import)	C00011	876
Consumption (import)	C00011	878
Consumption (import)	C00011	184917
Consumption (import)	C00011	901
Consumption (import)	C00011	880
Consumption (import) & production (export)	C00011	881
Production (export)	C00011	891
Production (export)	C00011	39486
Production (export)	C00011	208962
Production (export)	C00011	562
Production (export)	C00011	564
Production (export)	C00011	29322
Production (export)	C00011	39485
Production (export)	C00011	39488
Production (export)	C00011	1736
Consumption (import) & production (export)	C00011	39491
Production (export)	C00011	467210
Production (export)	C00011	51123
Production (export)	C00011	39492
Production (export)	C00011	39496
Production (export)	C00011	853
Consumption (import) & production (export)	C00011	833
Production (export)	C00011	28232
Production (export)	C00011	35554
Production (export)	C00011	210
Consumption (import)	C00011	160233
Production (export)	C00011	573
Production (export)	C00011	244366
Production (export)	C00011	1579
Production (export)	C00011	83683
Production (export)	C00011	1604
Production (export)	C00011	227943
Production (export)	C00011	1580
Production (export)	C00011	1581
Production (export)	C00011	1582
Production (export)	C00011	181675
Production (export)	C00011	47770
Production (export)	C00011	1584
Production (export)	C00011	1613
Production (export)	C00011	1596
Production (export)	C00011	1587
Production (export)	C00011	1588
Production (export)	C00011	147802
Production (export)	C00011	109790
Production (export)	C00011	33959
Production (export)	C00011	1632
Production (export)	C00011	1597
Production (export)	C00011	1590
Production (export)	C00011	1598
Production (export)	C00011	47715
Production (export)	C00011	1623
Production (export)	C00011	1599
Production (export)	C00011	1624
Production (export)	C00011	227945
Production (export)	C00011	1633
Production (export)	C00011	33964
Production (export)	C00011	115778
Production (export)	C00011	136609
Production (export)	C00011	1245
Production (export)	C00011	168384
Consumption (import)	C00011	43687
Consumption (import)	C00011	83816
Consumption (import)	C00011	2173
Consumption (import)	C00011	2190
Consumption (import)	C00011	39152
Consumption (import)	C00011	2187
Consumption (import)	C00011	2188
Consumption (import)	C00011	2320
Consumption (import) & production (export)	C00011	2224
Consumption (import) & production (export)	C00011	2214
Consumption (import) & production (export)	C00011	2208
Consumption (import) & production (export)	C00011	2209
Consumption (import)	C00011	475088
Consumption (import)	C00011	2203
Consumption (import)	C00011	145262
Consumption (import)	C00011	2180
Production (export)	C00011	414
Production (export)	C00011	2110
Production (export)	C00011	47687
Production (export)	C00011	2111
Production (export)	C00011	28903
Production (export)	C00011	2095
Production (export)	C00011	45361
Production (export)	C00011	50052
Production (export)	C00011	2115
Production (export)	C00011	2096
Production (export)	C00011	2097
Production (export)	C00011	29501
Production (export)	C00011	2098
Production (export)	C00011	2099
Production (export)	C00011	2100
Production (export)	C00011	2105
Production (export)	C00011	2118
Production (export)	C00011	2102
Production (export)	C00011	28227
Production (export)	C00011	2104
Production (export)	C00011	2107
Production (export)	C00011	2109
Production (export)	C00011	847
Production (export)	C00011	208216
Consumption (import)	C00011	29543
Consumption (import) & production (export)	C00011	110500
Production (export)	C00011	1261
Production (export)	C00011	341694
Production (export)	C00011	28123
Production (export)	C00011	1747
Production (export)	C00011	1744
