index,tf_name,rss,rss_pval,gene_symbol
CT1-R35,KLF12,0.222457738000979,1,ANLN;ASPM;ATAD2;AURKB;BIRC5;C21orf58;CCM2;CCNA2;CCNB1;CCNB2;CDK1;CDKN3;CENPE;CENPF;CENPK;CENPU;CKS1B;CKS2;DEPDC1;DIAPH3;DLGAP5;FN3KRP;G2E3;GSKIP;GTSE1;HMMR;KIF11;KIF20B;KNL1;MAD2L1;MKI67;MTHFD1L;MXD3;MYBL2;MZT1;NAA16;NCAPD2;NCAPG;NUSAP1;PBK;PCLAF;PRC1;PRR11;PTTG1;SGO2;SMC4;TACC3;TOP2A;TPX2;TYMS;UBE2T;VRK1;ZWINT
CT1-R36,MXI1,0.21955893291364,1,ANLN;ASPM;AURKA;AURKB;BIRC5;BUB1B;C21orf58;CCNB1;CCNB2;CDK1;CDKN3;CENPE;CENPF;CENPU;CKS1B;CKS2;DEPDC1;ECT2;G2E3;GTSE1;HMGB2;HMMR;KIF11;KIF20B;KIF2C;KIF4A;MAD2L1;MKI67;NCAPD2;NCAPG;NUSAP1;PBK;PCLAF;PRC1;SGO2;SMC4;TACC3;TOP2A;TPX2;TYMS;UBE2C;UBE2T;ZNF93
CT1-R37,MAZ,0.21908271362384,1,ANLN;ASPM;ATAD2;BIRC5;C21orf58;CCNA2;CCNB1;CDK1;CDKN3;CENPE;CENPF;CENPU;CKS1B;CKS2;DEPDC1;DLGAP5;GTSE1;HMMR;KIF11;KIF20B;KNL1;MAD2L1;MKI67;NCAPG;NUF2;NUSAP1;PBK;PCLAF;PRC1;SGO2;SLC4A2;SMC4;TOP2A;TPX2;TYMS;UBE2C;UBE2T;WDHD1;ZNF639;ZWINT
CT1-R38,COE1,0.211329820006879,1,ANLN;ASPM;ATAD2;AURKB;BIRC5;BUB1B;CCNB1;CDK1;CENPE;CENPK;CENPU;CKAP2L;CKS1B;CKS2;DEPDC1;DIAPH3;DLGAP5;FOXM1;GTSE1;HMMR;KIF11;KIF20B;KIF22;KIF2C;KIF4A;MAD2L1;MKI67;NCAPG;NDC80;NUSAP1;PBK;PCLAF;PRC1;PTTG1;SGO2;SMC4;TACC3;TK1;TOP2A;TPX2;TYMS;UBE2C;UBE2T;ZWINT
CT1-R39,EGR4,0.206638898370425,1,ANLN;ATAD2;AURKB;BIRC5;BUB1B;CCNB1;CDK1;CDKN3;CENPE;CKAP2L;CKS1B;CKS2;DEPDC1;DIAPH3;DIP2A;DLGAP5;ECT2;FOXM1;GTSE1;KIF11;KIF20B;KIF22;KIF2C;KIF4A;KNL1;MAD2L1;MKI67;NCAPG;NDC80;NUSAP1;PBK;PRC1;PTTG1;RBL2;SGO2;TACC3;TK1;TPX2;TYMS;UBE2C;UBE2T;ZWINT
CT2-R1,HMGA1,0.551547433415256,1,CDK1;MCM3;MCM4;MCM7;PRC1;RRM2;TMX1;TRIAP1
CT2-R2,CR3L1,0.520936742186557,1,BIRC5;CKS2;KIF11;PBK;PRC1
CT2-R3,MEF2B,0.50855437319557,1,ANLN;BIRC5;CENPE;CHEK1;CLSPN;ENOSF1;MKI67;NUSAP1;UBE2T;VRK1
CT2-R4,HEN1,0.507893397161038,1,ABCD3;ATAD5;BIRC5;CDK1;CENPF;CKS2;DLGAP5;GGH;KIF20B;MAD2L1;PRC1;TYMS;UBE2T
CT2-R5,NFYA,0.496409543740788,1,ASPM;CCNB1;CENPF;CKS1B;KIF20B;MKI67;TOP2A;TPX2;UBE2C;UBE2T
